praef.1	0	Vos	PRON	pronoun	Case=Nom|Number=Plur|Person=2	uos	ROOT	0
1.9	4	iuvenes	ADJ	adjective	Case=Acc|Gender=Masc|Number=Plur	iuuenis	obj	2
1.9	5	,	PUNCT	punc		,	punct	7
1.9	6	bis	ADV	adverb		bis	advmod	7
1.9	7	mille	NUM	number		mille	conj	2
1.9	8	senatus	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	senatus	conj	2
1.10	0	adiecit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	adicio	ROOT	0
1.10	1	numero	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	numerus	obl	0
1.10	2	purpureis	ADJ	adjective	Case=Abl|Gender=Fem|Number=Plur	purpureus	amod	4
1.10	3	que	DET	adjective	Case=Abl|Gender=Fem|Number=Plur	que	amod	4
1.10	4	togis	NOUN	noun	Case=Dat|Gender=Fem|Number=Plur	toga	obl	0
1.10	5	;	PUNCT	punc		;	punct	0
1.11	0	me	PRON	pronoun	Case=Acc|Number=Sing|Person=1	ego	ROOT	0
1.11	1	quoque	ADV	adverb		quoque	discourse	0
1.11	2	:	PUNCT	punc		:	punct	0
1.11	3	set	CCONJ	conjunction		set	cc	9
1.11	4	quoniam	SCONJ	conjunction		quoniam	mark	7
1.11	5	multa	DET	adjective	Case=Nom|Gender=Fem|Number=Sing	multus	nsubj:pass	7
1.11	6	est	AUX	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	sum	aux:pass	7
1.11	7	praetexta	VERB	verb	Case=Nom|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Pass	praetesceo	advcl	9
1.11	8	,	PUNCT	punc		,	punct	7
1.11	9	silebo	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	sileo	ROOT	9
1.12	0	te	PRON	pronoun	Case=Acc|Number=Sing|Person=2	tu	ROOT	0
1.12	1	que	PART	verb		que	discourse	0
1.12	2	canam	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	cano	advcl	0
1.12	3	de	ADP	preposition		de	case	4
1.12	4	te	PRON	pronoun	Case=Abl|Number=Sing|Person=2	tu	obl	2
1.12	5	,	PUNCT	punc		,	punct	8
1.12	6	non	PART	particle		non	advmod:neg	8
1.12	7	ab	ADP	preposition		ab	case	8
1.12	8	honore	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	honor	conj	2
1.12	9	meo	DET	adjective	Case=Abl|Gender=Masc|Number=Sing	meus	det	8
1.12	10	.	PUNCT	punc		.	punct	0
1.13	0	sive	CCONJ	conjunction		siue	cc	1
1.13	1	panegyricis	ADJ	adjective	Case=Abl|Gender=Masc|Number=Plur	panegyricus	dep	2
1.13	2	placeat	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	placeo	ROOT	2
1.13	3	contendere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	contendo	csubj	2
1.13	4	libris	NOUN	noun	Case=Abl|Gender=Masc|Number=Plur	liber	obl:arg	3
1.13	5	,	PUNCT	punc		,	punct	2
1.14	0	in	ADP	preposition		in	case	1
1.14	1	Panathenaicis	PROPN	adjective	Case=Abl|Gender=Neut|Number=Plur	Panathenaica	obl	3
1.14	2	tu	PRON	pronoun	Case=Nom|Number=Sing|Person=2	tu	nsubj:pass	3
1.14	3	numerandus	VERB	verb	Case=Nom|Gender=Masc|Mood=Gdv|Number=Sing|Tense=Fut|VerbForm=Part|Voice=Pass	numero	ROOT	3
1.14	4	eris	AUX	verb	Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin	sum	aux:pass	3
1.14	5	;	PUNCT	punc		;	punct	3
1.15	0	seu	CCONJ	conjunction		siue	cc	1
1.15	1	libeat	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	libet	ROOT	1
1.15	2	fictas	VERB	verb	Case=Acc|Gender=Fem|Number=Plur|VerbForm=Part|Voice=Pass	fingo	nmod	5
1.15	3	ludorum	NOUN	noun	Case=Gen|Gender=Masc|Number=Plur	ludus	nmod	2
1.15	4	evolvere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	evoluo	csubj	1
1.15	5	lites	NOUN	noun	Case=Acc|Gender=Fem|Number=Plur	lis	obj	4
1.15	6	,	PUNCT	punc		,	punct	1
1.16	0	ancipitem	ADJ	adjective	Case=Acc|Gender=Fem|Number=Sing	anceps	amod	1
1.16	1	palmam	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	palma	obj	3
1.16	2	Quintilianus	PROPN	adjective	Case=Nom|Gender=Masc|Number=Sing	Quintilianus	nsubj	3
1.16	3	habet	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	habeo	ROOT	3
1.16	4	,	PUNCT	punc		,	punct	3
1.17	0	dicendi	VERB	verb	Case=Gen|Gender=Neut|Mood=Ger|Number=Sing|Tense=Fut|VerbForm=Part|Voice=Pass	dico	acl	3
1.17	1	torrens	VERB	verb	Case=Nom|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Act	torro	acl	3
1.17	2	tibi	PRON	pronoun	Case=Dat|Number=Sing|Person=2	tu	obl:arg	1
1.17	3	copia	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	copia	ROOT	3
1.17	4	,	PUNCT	punc		,	punct	5
1.17	5	quae	PRON	pronoun	Case=Nom|Gender=Fem|Number=Sing	qui	dep	3
1.17	6	tamen	ADV	adverb		tamen	cc	7
1.17	7	aurum	NOUN	noun	Case=Nom|Gender=Neut|Number=Sing	aurum	conj	5
1.17	8	,	PUNCT	punc		,	punct	5
1.18	0	non	PART	particle		non	advmod:neg	3
1.18	1	etiam	ADV	conjunction		etiam	advmod:emph	3
1.18	2	luteam	NOUN	verb	Case=Acc|Gender=Masc|Number=Sing	luteus	obj	3
1.18	3	volveret	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin|Voice=Act	uoluo	ROOT	3
1.18	4	inluviem	ADJ	noun	Case=Nom|Gender=Neut|Number=Sing	inluuies	obj	3
1.18	5	.	PUNCT	punc		.	punct	3
1.19	0	et	CCONJ	conjunction		et	cc	1
1.19	1	Demosthenicum	ADJ	proper_noun	Case=Acc|Gender=Neut|Number=Sing	Demosthenicus	ROOT	1
1.19	2	,	PUNCT	punc		,	punct	7
1.19	3	quod	PRON	pronoun	Case=Acc|Gender=Neut|Number=Sing	qui	obj	7
1.19	4	ter	ADV	adverb		ter	advmod	5
1.19	5	primum	ADJ	adjective	Case=Acc|Gender=Neut|Number=Sing	primus	advmod	7
1.19	6	ille	DET	pronoun	Case=Nom|Gender=Masc|Number=Sing	ille	nsubj	7
1.19	7	vocavit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	uoco	acl:relcl	1
1.19	8	,	PUNCT	punc		,	punct	1
1.20	0	in	ADP	preposition		in	case	1
1.20	1	te	PRON	pronoun	Case=Abl|Number=Sing|Person=2	tu	obl	3
1.20	2	sic	ADV	adverb		sic	advmod	3
1.20	3	viguit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	uigeo	ROOT	3
1.20	4	,	PUNCT	punc		,	punct	5
1.20	5	cedat	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	cedo	conj	3
1.20	6	ut	SCONJ	conjunction		ut	mark	7
1.20	7	ipse	DET	determiner	Case=Nom|Gender=Masc|Number=Sing	ipse	advcl:cmp	5
1.20	8	tibi	PRON	pronoun	Case=Dat|Number=Sing|Person=2	tu	obl:arg	5
1.20	9	.	PUNCT	punc		.	punct	3
1.21	0	anne	PROPN	proper_noun		annus	ROOT	0
1.21	1	et	CCONJ	conjunction		et	cc	3
1.21	2	divini	ADJ	adjective	Case=Nom|Gender=Masc|Number=Plur	diuinus	amod	3
1.21	3	bona	NOUN	noun	Case=Acc|Gender=Neut|Number=Plur	bonus	conj	0
1.21	4	naturalia	ADJ	adjective	Case=Acc|Gender=Neut|Number=Plur	naturalis	amod	3
1.21	5	doni	NOUN	noun	Case=Gen|Gender=Neut|Number=Sing	donum	nmod	3
1.22	0	adiciam	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	adicio	ROOT	0
1.22	1	,	PUNCT	punc		,	punct	2
1.22	2	memori	ADJ	adjective	Case=Abl|Gender=Masc|Number=Sing	memor	amod	5
1.22	3	quam	SCONJ	conjunction		quam	mark	4
1.22	4	fueris	AUX	verb	Mood=Sub|Number=Sing|Person=2|Tense=Perf|VerbForm=Fin	sum	advcl:cmp	2
1.22	5	animo	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	animus	conj	0
1.22	6	,	PUNCT	punc		,	punct	0
1.23	0	audita	VERB	verb	Case=Nom|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Pass	audio	ROOT	0
1.23	1	ut	SCONJ	conjunction		ut	mark	7
1.23	2	vel	CCONJ	conjunction		uel	cc	3
1.23	3	lecta	VERB	verb	Case=Acc|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Pass	lego	xcomp	7
1.23	4	semel	ADV	adverb		semel	advmod	7
1.23	5	ceu	ADV	noun		ceu	obl	6
1.23	6	fixa	VERB	verb	Case=Acc|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Pass	figo	xcomp	7
1.23	7	teneres	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin|Voice=Act	teneo	advcl	0
1.23	8	,	PUNCT	punc		,	punct	0
1.24	0	auribus	NOUN	noun	Case=Abl|Gender=Fem|Number=Plur	auris	ROOT	0
1.24	1	et	CCONJ	conjunction		et	cc	2
1.24	2	libris	NOUN	noun	Case=Abl|Gender=Masc|Number=Plur	liber	conj	0
1.24	3	esset	AUX	verb	Mood=Sub|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin	sum	cop	0
1.24	4	ut	SCONJ	conjunction		ut	mark	6
1.24	5	una	NUM	number	Case=Nom|Gender=Fem|Number=Sing	unus	nummod	6
1.24	6	fides	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	fides	advcl:cmp	0
1.24	7	?	PUNCT	punc		?	punct	0
1.25	0	vidimus	VERB	verb	Mood=Ind|Number=Plur|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	uideo	ROOT	0
1.25	1	et	CCONJ	conjunction		et	advmod:emph	3
1.25	2	quondam	ADJ	adjective		quondam	amod	3
1.25	3	tabulae	NOUN	noun	Case=Nom|Gender=Fem|Number=Plur	tabula	conj	0
1.25	4	certamine	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	certamen	nmod	3
1.25	5	longo	ADJ	adjective	Case=Abl|Gender=Neut|Number=Sing	longus	amod	4
1.26	0	omnes	DET	adjective	Case=Nom|Gender=Masc|Number=Plur	omnis	det	5
1.26	1	,	PUNCT	punc		,	punct	2
1.26	2	qui	PRON	pronoun	Case=Nom|Gender=Masc|Number=Plur	qui	nsubj	3
1.26	3	fuerant	AUX	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pqp|VerbForm=Fin	sum	acl:relcl	0
1.26	4	,	PUNCT	punc		,	punct	0
1.26	5	te	PRON	pronoun	Case=Acc|Number=Sing|Person=2	tu	nsubj	6
1.26	6	numerasse	VERB	verb	Tense=Perf|VerbForm=Inf|Voice=Act	numero	ROOT	6
1.26	7	bolos	NOUN	noun	Case=Acc|Gender=Masc|Number=Plur	bolus	obj	6
1.26	8	,	PUNCT	punc		,	punct	6
1.27	0	alternis	ADJ	adjective	Case=Abl|Gender=Masc|Number=Plur	alternus	amod	1
1.27	1	vicibus	NOUN	noun	Case=Abl|Gender=Fem|Number=Plur	uicis	ROOT	1
1.27	2	quot	DET	adverb		quot	nsubj	3
1.27	3	praecipitante	VERB	verb	Case=Abl|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	praecipito	acl	1
1.27	4	rotatu	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	roto	nsubj	3
1.28	0	fundunt	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	fundo	ROOT	0
1.28	1	excisi	ADJ	verb	Case=Nom|Gender=Masc|Number=Plur	excido	advcl	0
1.28	2	per	ADP	ADP		per	case	3
1.28	3	cava	ADJ	adjective	Case=Acc|Gender=Neut|Number=Plur	cauus	obl	0
1.28	4	buxa	ADJ	noun	Case=Acc|Gender=Neut|Number=Plur	buxum	amod	3
1.28	5	gradus	NOUN	noun	Case=Acc|Gender=Masc|Number=Plur	gradus	obj	0
1.28	6	:	PUNCT	punc		:	punct	0
1.29	0	narrantem	VERB	verb	Case=Acc|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	narro	ccomp	1
1.29	1	fido	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	fidus	ROOT	1
1.29	2	per	ADP	preposition		per	case	4
1.29	3	singula	ADJ	adjective	Case=Acc|Gender=Neut|Number=Plur	singulus	amod	4
1.29	4	puncta	VERB	noun	Case=Acc|Gender=Neut|Number=Plur|VerbForm=Part|Voice=Pass	pungo	obl	1
1.29	5	recursu	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	recurro	obl	1
1.29	6	,	PUNCT	punc		,	punct	1
1.30	0	quae	PRON	pronoun	Case=Nom|Gender=Fem|Number=Sing	quae	nsubj:pass	1
1.30	1	data	VERB	verb	Case=Nom|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Pass	datum	ROOT	1
1.30	2	,	PUNCT	punc		,	punct	6
1.30	3	per	ADP	preposition		per	case	6
1.30	4	longas	ADJ	adjective	Case=Acc|Gender=Fem|Number=Plur	longus	amod	6
1.30	5	quae	PRON	pronoun	Case=Nom|Gender=Fem|Number=Sing	qui	fixed	6
1.30	6	revocata	VERB	verb	Case=Nom|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Pass	reuoco	conj	1
1.30	7	moras	NOUN	noun	Case=Acc|Gender=Fem|Number=Plur	mora	obj	6
1.30	8	.	PUNCT	punc		.	punct	1
1.31	0	nullo	DET	adjective	Case=Abl|Gender=Neut|Number=Sing	nullus	det	1
1.31	1	felle	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	fel	ROOT	1
1.31	2	tibi	PRON	pronoun	Case=Dat|Number=Sing|Person=2	tu	obl:arg	3
1.31	3	mens	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	mens	conj	1
1.31	4	livida	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	liuidus	amod	3
1.31	5	,	PUNCT	punc		,	punct	7
1.31	6	tum	ADV	adverb		tum	advmod:tmod	7
1.31	7	sale	VERB	noun	Mood=Sub|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	sal	conj	1
1.31	8	multo	ADV	adverb		multus	dep	7
1.32	0	lingua	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	lingua	obl	1
1.32	1	dicax	VERB	verb	Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	dicax	ROOT	1
1.32	2	blandis	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	blandus	amod	5
1.32	3	et	CCONJ	conjunction		et	cc	2
1.32	4	sine	ADP	preposition		sine	case	5
1.32	5	lite	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	lis	dep	1
1.32	6	iocis	NOUN	noun	Case=Abl|Gender=Masc|Number=Plur	iocus	nmod	5
1.32	7	,	PUNCT	punc		,	punct	1
1.33	0	mensa	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	mensa	ROOT	0
1.33	1	nitens	VERB	verb	Case=Nom|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Act	nitor	acl	0
1.33	2	,	PUNCT	punc		,	punct	7
1.33	3	quam	PRON	pronoun	Case=Acc|Gender=Fem|Number=Sing	qui	obj	7
1.33	4	non	PART	particle		non	advmod:neg	7
1.33	5	censoria	ADJ	adjective	Case=Abl|Gender=Fem|Number=Sing	censorius	amod	6
1.33	6	regula	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	regula	obl	7
1.33	7	culpet	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	culpo	acl:relcl	0
1.34	0	nec	CCONJ	conjunction		nec	cc	1
1.34	1	nolit	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	nolo	ROOT	1
1.34	2	Frugi	NOUN	noun	Case=Dat|Gender=Fem|Number=Sing	Frux	dep	1
1.34	3	Piso	PROPN	proper_noun	Case=Nom|Gender=Masc|Number=Sing	Piso	nsubj	1
1.34	4	vocare	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	uoco	xcomp	1
1.34	5	suam	DET	determiner	Case=Acc|Gender=Fem|Number=Sing	suus	obj	4
1.34	6	:	PUNCT	punc		:	punct	1
1.35	0	nonnumquam	ADV	adverb		nonnumquam	advmod	1
1.35	1	pollens	VERB	verb	Case=Nom|Gender=Neut|Number=Sing|VerbForm=Part|Voice=Act	polleo	ROOT	1
1.35	2	natalibus	NOUN	adjective	Case=Abl|Gender=Masc|Number=Plur	natalis	obl	1
1.35	3	et	CCONJ	conjunction		et	cc	4
1.35	4	dape	VERB	proper_noun	Mood=Imp|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	daps	conj	1
1.35	5	festa	ADJ	adjective	Case=Acc|Gender=Neut|Number=Plur	festus	amod	4
1.35	6	,	PUNCT	punc		,	punct	1
1.36	0	non	PART	particle		non	advmod:neg	2
1.36	1	tamen	ADV	adverb		tamen	advmod	2
1.36	2	angustas	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	angustus	ROOT	2
1.36	3	ut	SCONJ	conjunction		ut	mark	4
1.36	4	tenuaret	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin|Voice=Act	tenuo	advcl	2
1.36	5	opes	NOUN	noun	Case=Acc|Gender=Fem|Number=Plur	ops	obj	4
1.36	6	.	PUNCT	punc		.	punct	2
1.37	0	quamquam	SCONJ	conjunction		quamquam	mark	2
1.37	1	heredis	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	heres	xcomp	2
1.37	2	egens	VERB	verb	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	egeo	ROOT	2
